EntityID,FlagID,Evidence
03664791000142,F14,LABCONTAS: Entity 03664791000142 is linked to flag Politically Exposed Partner in brazilian public data sources
10630104000133,F14,LABCONTAS: Entity 10630104000133 is linked to flag Politically Exposed Partner in brazilian public data sources
15559082000186,F14,LABCONTAS: Entity 15559082000186 is linked to flag Politically Exposed Partner in brazilian public data sources
19962272000109,F14,LABCONTAS: Entity 19962272000109 is linked to flag Politically Exposed Partner in brazilian public data sources
32380894000189,F14,LABCONTAS: Entity 32380894000189 is linked to flag Politically Exposed Partner in brazilian public data sources
33136888000143,F14,LABCONTAS: Entity 33136888000143 is linked to flag Politically Exposed Partner in brazilian public data sources
35123827000177,F14,LABCONTAS: Entity 35123827000177 is linked to flag Politically Exposed Partner in brazilian public data sources
38560034000103,F14,LABCONTAS: Entity 38560034000103 is linked to flag Politically Exposed Partner in brazilian public data sources
42161687000197,F14,LABCONTAS: Entity 42161687000197 is linked to flag Politically Exposed Partner in brazilian public data sources
60746948576928,F14,LABCONTAS: Entity 60746948576928 is linked to flag Politically Exposed Partner in brazilian public data sources
02626077000105,F14,LABCONTAS: Entity 02626077000105 is linked to flag Politically Exposed Partner in brazilian public data sources
05477107000149,F14,LABCONTAS: Entity 05477107000149 is linked to flag Politically Exposed Partner in brazilian public data sources
08219232000147,F14,LABCONTAS: Entity 08219232000147 is linked to flag Politically Exposed Partner in brazilian public data sources
08266349000181,F14,LABCONTAS: Entity 08266349000181 is linked to flag Politically Exposed Partner in brazilian public data sources
18548151000144,F14,LABCONTAS: Entity 18548151000144 is linked to flag Politically Exposed Partner in brazilian public data sources
19232342000165,F14,LABCONTAS: Entity 19232342000165 is linked to flag Politically Exposed Partner in brazilian public data sources
00436923000190,F14,LABCONTAS: Entity 00436923000190 is linked to flag Politically Exposed Partner in brazilian public data sources
02108761000197,F14,LABCONTAS: Entity 02108761000197 is linked to flag Politically Exposed Partner in brazilian public data sources
05545366000160,F14,LABCONTAS: Entity 05545366000160 is linked to flag Politically Exposed Partner in brazilian public data sources
07833214000198,F14,LABCONTAS: Entity 07833214000198 is linked to flag Politically Exposed Partner in brazilian public data sources
08418802000128,F14,LABCONTAS: Entity 08418802000128 is linked to flag Politically Exposed Partner in brazilian public data sources
09721129000163,F14,LABCONTAS: Entity 09721129000163 is linked to flag Politically Exposed Partner in brazilian public data sources
13944554000199,F14,LABCONTAS: Entity 13944554000199 is linked to flag Politically Exposed Partner in brazilian public data sources
27320765000165,F14,LABCONTAS: Entity 27320765000165 is linked to flag Politically Exposed Partner in brazilian public data sources
33245762000107,F14,LABCONTAS: Entity 33245762000107 is linked to flag Politically Exposed Partner in brazilian public data sources
48673951000158,F14,LABCONTAS: Entity 48673951000158 is linked to flag Politically Exposed Partner in brazilian public data sources
51325138000100,F14,LABCONTAS: Entity 51325138000100 is linked to flag Politically Exposed Partner in brazilian public data sources
01735288000105,F14,LABCONTAS: Entity 01735288000105 is linked to flag Politically Exposed Partner in brazilian public data sources
02319237000165,F14,LABCONTAS: Entity 02319237000165 is linked to flag Politically Exposed Partner in brazilian public data sources
03665854000185,F14,LABCONTAS: Entity 03665854000185 is linked to flag Politically Exposed Partner in brazilian public data sources
03978159000173,F14,LABCONTAS: Entity 03978159000173 is linked to flag Politically Exposed Partner in brazilian public data sources
05882795000122,F14,LABCONTAS: Entity 05882795000122 is linked to flag Politically Exposed Partner in brazilian public data sources
07055280000184,F14,LABCONTAS: Entity 07055280000184 is linked to flag Politically Exposed Partner in brazilian public data sources
07508742000171,F14,LABCONTAS: Entity 07508742000171 is linked to flag Politically Exposed Partner in brazilian public data sources
07511835000155,F14,LABCONTAS: Entity 07511835000155 is linked to flag Politically Exposed Partner in brazilian public data sources
10286295000168,F14,LABCONTAS: Entity 10286295000168 is linked to flag Politically Exposed Partner in brazilian public data sources
11122126000155,F14,LABCONTAS: Entity 11122126000155 is linked to flag Politically Exposed Partner in brazilian public data sources
31927213000197,F14,LABCONTAS: Entity 31927213000197 is linked to flag Politically Exposed Partner in brazilian public data sources
33634254000110,F14,LABCONTAS: Entity 33634254000110 is linked to flag Politically Exposed Partner in brazilian public data sources
33813237000140,F14,LABCONTAS: Entity 33813237000140 is linked to flag Politically Exposed Partner in brazilian public data sources
80490618000116,F14,LABCONTAS: Entity 80490618000116 is linked to flag Politically Exposed Partner in brazilian public data sources
90400888000142,F14,LABCONTAS: Entity 90400888000142 is linked to flag Politically Exposed Partner in brazilian public data sources
08591679000142,F14,LABCONTAS: Entity 08591679000142 is linked to flag Politically Exposed Partner in brazilian public data sources
09060446000186,F14,LABCONTAS: Entity 09060446000186 is linked to flag Politically Exposed Partner in brazilian public data sources
09463736000170,F14,LABCONTAS: Entity 09463736000170 is linked to flag Politically Exposed Partner in brazilian public data sources
26198515000484,F14,LABCONTAS: Entity 26198515000484 is linked to flag Politically Exposed Partner in brazilian public data sources
32431888000103,F14,LABCONTAS: Entity 32431888000103 is linked to flag Politically Exposed Partner in brazilian public data sources
51426411000184,F14,LABCONTAS: Entity 51426411000184 is linked to flag Politically Exposed Partner in brazilian public data sources
20676042000154,F3,LABCONTAS:  Entity 20676042000154 is linked to flag Accessed System from the Same IP Address within 48 Hours of Public Official in brazilian public data sources
49996984000100,F3,LABCONTAS:  Entity 49996984000100 is linked to flag Accessed System from the Same IP Address within 48 Hours of Public Official in brazilian public data sources
40426569000138,F3,LABCONTAS:  Entity 40426569000138 is linked to flag Accessed System from the Same IP Address within 48 Hours of Public Official in brazilian public data sources
48981509000199,F3,LABCONTAS:  Entity 48981509000199 is linked to flag Accessed System from the Same IP Address within 48 Hours of Public Official in brazilian public data sources
27782080000130,F3,LABCONTAS:  Entity 27782080000130 is linked to flag Accessed System from the Same IP Address within 48 Hours of Public Official in brazilian public data sources
68514348000130,F3,LABCONTAS:  Entity 68514348000130 is linked to flag Accessed System from the Same IP Address within 48 Hours of Public Official in brazilian public data sources
13173230000102,F3,LABCONTAS:  Entity 13173230000102 is linked to flag Accessed System from the Same IP Address within 48 Hours of Public Official in brazilian public data sources
30597347000124,F3,LABCONTAS:  Entity 30597347000124 is linked to flag Accessed System from the Same IP Address within 48 Hours of Public Official in brazilian public data sources
15070298000183,F3,LABCONTAS:  Entity 15070298000183 is linked to flag Accessed System from the Same IP Address within 48 Hours of Public Official in brazilian public data sources
14435583000198,F3,LABCONTAS:  Entity 14435583000198 is linked to flag Accessed System from the Same IP Address within 48 Hours of Public Official in brazilian public data sources
24282215000100,F3,LABCONTAS:  Entity 24282215000100 is linked to flag Accessed System from the Same IP Address within 48 Hours of Public Official in brazilian public data sources
44724041000104,F3,LABCONTAS:  Entity 44724041000104 is linked to flag Accessed System from the Same IP Address within 48 Hours of Public Official in brazilian public data sources
49656763000184,F3,LABCONTAS:  Entity 49656763000184 is linked to flag Accessed System from the Same IP Address within 48 Hours of Public Official in brazilian public data sources
11498153000127,F3,LABCONTAS:  Entity 11498153000127 is linked to flag Accessed System from the Same IP Address within 48 Hours of Public Official in brazilian public data sources
